description,event_datetime,visiting_team,home_team_score,visiting_team_score,promotion,zone_name,section_name,number_of_transactions,number_of_tickets
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Reserve Baselines,View Reserve Outfield 330,113,294
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Reserve Baselines,View Reserve Outfield 331,45,98
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Reserve Baselines,View Reserve Right Field 302,43,104
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Reserve Baselines,View Reserve Right Field 304,93,332
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Reserve Baselines,View Reserve Right Field 305,95,283
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Reserve Baselines,View Reserve Right Field 307,16,60
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,View Deck Baselines,View Box 302,4,15
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,View Deck Baselines,View Box 304,14,26
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,View Deck Baselines,View Box 305,8,21
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,View Deck Baselines,View Box 326,7,19
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,View Deck Baselines,View Box 327,12,27
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,View Deck Baselines,View Box 328,10,22
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,View Deck Baselines,View Box 330,15,52
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,View Deck Baselines,View Box 331,22,56
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Club Baselines,Club Level Outfield 202,7,14
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Club Baselines,Club Level Outfield 203,9,27
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Club Baselines,Club Level Outfield 204,14,29
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Club Baselines,Club Level Outfield 205,9,17
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Club Baselines,Club Level Outfield 226,12,32
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Club Baselines,Club Level Outfield 227,18,49
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Club Baselines,Club Level Outfield 228,13,29
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Club Baselines,Club Level Outfield 229,24,53
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Club Baselines,Club Level Outfield 230,8,22
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Club Baselines,Club Level Outfield 231,3,6
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Lower Baselines,Lower Box 102,15,37
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Lower Baselines,Lower Box 103,26,60
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Lower Baselines,Lower Box 104,41,123
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Lower Baselines,Lower Box 127,41,100
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Lower Baselines,Lower Box 128,46,110
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Lower Baselines,Lower Box 129,67,266
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Lower Baselines,Lower Box 130,40,152
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Reserve Baselines,View Reserve Outfield 327,2,4
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Reserve Baselines,View Reserve Outfield 328,2,6
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Reserve Baselines,View Reserve Outfield 330,2,4
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Reserve Baselines,View Reserve Outfield 331,1,2
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Reserve Baselines,View Reserve Right Field 302,2,4
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Reserve Baselines,View Reserve Right Field 304,1,2
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,Reserve Baselines,View Reserve Right Field 305,11,29
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,View Deck Baselines,View Box 302,4,14
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,View Deck Baselines,View Box 304,5,15
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,View Deck Baselines,View Box 305,4,11
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,View Deck Baselines,View Box 326,5,9
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,View Deck Baselines,View Box 327,1,1
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,View Deck Baselines,View Box 328,3,3
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,View Deck Baselines,View Box 330,5,25
San Francisco Giants vs. Colorado Rockies,9/19/17 7:15 PM,Colorado Rockies,4,3,,View Deck Baselines,View Box 331,1,1
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Club Baselines,Club Level Outfield 202,7,14
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Club Baselines,Club Level Outfield 203,14,37
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Club Baselines,Club Level Outfield 204,10,24
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Club Baselines,Club Level Outfield 205,13,25
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Club Baselines,Club Level Outfield 226,13,37
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Club Baselines,Club Level Outfield 227,13,30
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Club Baselines,Club Level Outfield 228,12,34
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Club Baselines,Club Level Outfield 229,18,50
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Club Baselines,Club Level Outfield 230,10,29
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Club Baselines,Club Level Outfield 231,6,10
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Lower Baselines,Lower Box 102,11,23
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Lower Baselines,Lower Box 103,16,33
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Lower Baselines,Lower Box 104,29,84
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Lower Baselines,Lower Box 127,38,84
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Lower Baselines,Lower Box 128,24,60
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Lower Baselines,Lower Box 129,54,180
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Lower Baselines,Lower Box 130,41,157
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Reserve Baselines,View Reserve Outfield 327,3,5
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Reserve Baselines,View Reserve Outfield 328,3,9
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Reserve Baselines,View Reserve Right Field 302,4,17
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Reserve Baselines,View Reserve Right Field 304,11,48
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Reserve Baselines,View Reserve Right Field 305,4,6
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,Reserve Baselines,View Reserve Right Field 307,2,8
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,View Deck Baselines,View Box 302,2,5
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,View Deck Baselines,View Box 304,5,22
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,View Deck Baselines,View Box 305,5,11
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,View Deck Baselines,View Box 326,3,4
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,View Deck Baselines,View Box 327,2,16
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,View Deck Baselines,View Box 330,2,9
San Francisco Giants vs. Colorado Rockies,9/20/17 12:45 PM,Colorado Rockies,4,0,,View Deck Baselines,View Box 331,2,13
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Club Baselines,Club Level Outfield 202,3,6
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Club Baselines,Club Level Outfield 203,17,46
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Club Baselines,Club Level Outfield 204,17,42
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Club Baselines,Club Level Outfield 205,16,38
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Club Baselines,Club Level Outfield 226,13,38
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Club Baselines,Club Level Outfield 227,20,50
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Club Baselines,Club Level Outfield 228,13,36
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Club Baselines,Club Level Outfield 229,19,52
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Club Baselines,Club Level Outfield 230,12,35
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Club Baselines,Club Level Outfield 231,7,24
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Lower Baselines,Lower Box 102,26,58
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Lower Baselines,Lower Box 103,41,100
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Lower Baselines,Lower Box 104,42,122
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Lower Baselines,Lower Box 127,61,162
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Lower Baselines,Lower Box 128,53,136
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Lower Baselines,Lower Box 129,62,192
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Lower Baselines,Lower Box 130,57,185
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Reserve Baselines,View Reserve Outfield 326,4,11
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Reserve Baselines,View Reserve Outfield 327,43,140
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Reserve Baselines,View Reserve Outfield 328,46,100
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Reserve Baselines,View Reserve Outfield 330,44,126
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Reserve Baselines,View Reserve Outfield 331,2,10
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Reserve Baselines,View Reserve Right Field 302,18,33
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Reserve Baselines,View Reserve Right Field 304,32,77
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Reserve Baselines,View Reserve Right Field 305,56,178
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,Reserve Baselines,View Reserve Right Field 307,10,34
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,View Deck Baselines,View Box 302,9,32
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,View Deck Baselines,View Box 304,12,29
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,View Deck Baselines,View Box 305,14,29
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,View Deck Baselines,View Box 326,8,21
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,View Deck Baselines,View Box 327,15,40
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,View Deck Baselines,View Box 328,8,18
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,View Deck Baselines,View Box 330,10,30
San Francisco Giants vs. San Diego Padres,9/29/17 7:15 PM,San Diego Padres,8,0,,View Deck Baselines,View Box 331,3,13
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Club Baselines,Club Level Outfield 202,8,20
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Club Baselines,Club Level Outfield 203,17,47
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Club Baselines,Club Level Outfield 204,16,35
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Club Baselines,Club Level Outfield 205,16,37
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Club Baselines,Club Level Outfield 226,18,46
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Club Baselines,Club Level Outfield 227,23,57
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Club Baselines,Club Level Outfield 228,18,46
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Club Baselines,Club Level Outfield 229,22,64
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Club Baselines,Club Level Outfield 230,11,27
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Club Baselines,Club Level Outfield 231,6,17
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Lower Baselines,Lower Box 102,34,86
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Lower Baselines,Lower Box 103,54,131
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Lower Baselines,Lower Box 104,49,139
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Lower Baselines,Lower Box 127,73,177
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Lower Baselines,Lower Box 128,59,150
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Lower Baselines,Lower Box 129,88,259
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Lower Baselines,Lower Box 130,53,173
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Reserve Baselines,View Reserve Outfield 325,22,75
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Reserve Baselines,View Reserve Outfield 326,6,21
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Reserve Baselines,View Reserve Outfield 327,84,285
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Reserve Baselines,View Reserve Outfield 328,117,297
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Reserve Baselines,View Reserve Outfield 330,98,324
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Reserve Baselines,View Reserve Outfield 331,3,4
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Reserve Baselines,View Reserve Right Field 302,27,77
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Reserve Baselines,View Reserve Right Field 304,78,284
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Reserve Baselines,View Reserve Right Field 305,91,276
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,Reserve Baselines,View Reserve Right Field 307,15,48
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,View Deck Baselines,View Box 302,6,20
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,View Deck Baselines,View Box 304,13,30
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,View Deck Baselines,View Box 305,12,27
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,View Deck Baselines,View Box 326,9,25
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,View Deck Baselines,View Box 327,11,30
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,View Deck Baselines,View Box 328,10,27
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,View Deck Baselines,View Box 330,18,48
San Francisco Giants vs. San Diego Padres,9/30/17 1:05 PM,San Diego Padres,2,3,,View Deck Baselines,View Box 331,12,63
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Club Baselines,Club Level Outfield 202,10,34
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Club Baselines,Club Level Outfield 203,15,39
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Club Baselines,Club Level Outfield 204,11,18
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Club Baselines,Club Level Outfield 205,20,36
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Club Baselines,Club Level Outfield 226,18,48
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Club Baselines,Club Level Outfield 227,20,50
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Club Baselines,Club Level Outfield 228,17,41
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Club Baselines,Club Level Outfield 229,22,61
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Club Baselines,Club Level Outfield 230,15,31
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Club Baselines,Club Level Outfield 231,8,17
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Lower Baselines,Lower Box 102,26,60
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Lower Baselines,Lower Box 103,48,110
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Lower Baselines,Lower Box 104,47,125
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Lower Baselines,Lower Box 127,85,198
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Lower Baselines,Lower Box 128,56,141
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Lower Baselines,Lower Box 129,61,194
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Lower Baselines,Lower Box 130,44,149
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Reserve Baselines,View Reserve Outfield 325,31,134
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Reserve Baselines,View Reserve Outfield 326,8,25
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Reserve Baselines,View Reserve Outfield 327,91,286
San Francisco Giants vs. San Diego Padres,10/1/17 12:05 PM,San Diego Padres,5,4,,Reserve Baselines,View Reserve Outfield 328,86,234
